2023-12-04 13:50:37,343 p=524671 u=ssd n=ansible | PLAY [Modify the /etc/motd file] *********************************************************************************************************************
2023-12-04 13:56:00,834 p=531932 u=ssd n=ansible | TASK [Install NTP on Ubuntu] *************************************************************************************************************************
2023-12-04 13:56:00,862 p=531932 u=ssd n=ansible | skipping: [web01] => (item=ntp) 
2023-12-04 13:56:00,872 p=531932 u=ssd n=ansible | skipping: [web01]
2023-12-04 13:56:13,282 p=531932 u=ssd n=ansible | ok: [web02] => (item=ntp)
2023-12-04 13:56:13,290 p=531932 u=ssd n=ansible | TASK [Start and enable NTP service on ubuntu] ********************************************************************************************************
2023-12-04 13:56:13,320 p=531932 u=ssd n=ansible | skipping: [web01]
2023-12-04 13:56:24,550 p=531932 u=ssd n=ansible | ok: [web02]
2023-12-04 13:56:24,557 p=531932 u=ssd n=ansible | TASK [Install ntp/chrony on CentOs] ******************************************************************************************************************
2023-12-04 13:56:24,584 p=531932 u=ssd n=ansible | skipping: [web01] => (item=chrony) 
2023-12-04 13:56:24,593 p=531932 u=ssd n=ansible | skipping: [web01]
2023-12-04 13:56:24,606 p=531932 u=ssd n=ansible | skipping: [web02] => (item=chrony) 
2023-12-04 13:56:24,607 p=531932 u=ssd n=ansible | skipping: [web02]
2023-12-04 13:56:24,617 p=531932 u=ssd n=ansible | TASK [Start and enable NTP service on CentOs] ********************************************************************************************************
2023-12-04 13:56:24,649 p=531932 u=ssd n=ansible | skipping: [web01]
2023-12-04 13:56:24,660 p=531932 u=ssd n=ansible | skipping: [web02]
2023-12-04 13:56:24,738 p=531932 u=ssd n=ansible | PLAY RECAP *******************************************************************************************************************************************
2023-12-04 13:56:24,738 p=531932 u=ssd n=ansible | web01                      : ok=1    changed=0    unreachable=0    failed=0    skipped=4    rescued=0    ignored=0   
2023-12-04 13:56:24,738 p=531932 u=ssd n=ansible | web02                      : ok=3    changed=0    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2023-12-04 14:01:30,803 p=541123 u=ssd n=ansible | PLAY [Provision NTP service on ubuntu and CentOs] ****************************************************************************************************
2023-12-04 14:01:30,814 p=541123 u=ssd n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************
2023-12-04 14:01:51,255 p=541123 u=ssd n=ansible | ok: [web01]
2023-12-04 14:02:11,332 p=541123 u=ssd n=ansible | ok: [web02]
2023-12-04 14:02:21,362 p=541123 u=ssd n=ansible | fatal: [db]: UNREACHABLE! => {"changed": false, "msg": "Failed to connect to the host via ssh: ssh: connect to host 52.207.26.248 port 22: Connection timed out", "unreachable": true}
2023-12-04 14:02:21,407 p=541123 u=ssd n=ansible | TASK [Install NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:02:21,434 p=541123 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:02:34,444 p=541123 u=ssd n=ansible | ok: [web02]
2023-12-04 14:02:34,452 p=541123 u=ssd n=ansible | TASK [Start and enable NTP service on ubuntu] ********************************************************************************************************
2023-12-04 14:02:34,481 p=541123 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:02:47,144 p=541123 u=ssd n=ansible | ok: [web02]
2023-12-04 14:02:47,152 p=541123 u=ssd n=ansible | TASK [Install NTP(Chrony) on CentOs] *****************************************************************************************************************
2023-12-04 14:02:47,181 p=541123 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:02:47,192 p=541123 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:02:47,202 p=541123 u=ssd n=ansible | TASK [Start and enable NTP service on CentOs] ********************************************************************************************************
2023-12-04 14:02:47,232 p=541123 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:02:47,246 p=541123 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:02:47,300 p=541123 u=ssd n=ansible | PLAY RECAP *******************************************************************************************************************************************
2023-12-04 14:02:47,300 p=541123 u=ssd n=ansible | db                         : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2023-12-04 14:02:47,300 p=541123 u=ssd n=ansible | web01                      : ok=1    changed=0    unreachable=0    failed=0    skipped=4    rescued=0    ignored=0   
2023-12-04 14:02:47,300 p=541123 u=ssd n=ansible | web02                      : ok=3    changed=0    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2023-12-04 14:21:53,317 p=571953 u=ssd n=ansible | ERROR! couldn't resolve module/action 'ansible.builtin.templates'. This often indicates a misspelling, missing collection, or incorrect module path.

The error appears to be in '/home/ssd/Desktop/Ansible_Project/Exercise13/provisioning.yml': line 20, column 7, but may
be elsewhere in the file depending on the exact syntax problem.

The offending line appears to be:


    - name: Copy chrony config file to ubuntu server
      ^ here

2023-12-04 14:24:28,683 p=575993 u=ssd n=ansible | PLAY [Provision NTP service on ubuntu and CentOs] ****************************************************************************************************
2023-12-04 14:24:28,695 p=575993 u=ssd n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************
2023-12-04 14:24:52,124 p=575993 u=ssd n=ansible | ok: [web01]
2023-12-04 14:25:13,698 p=575993 u=ssd n=ansible | ok: [web02]
2023-12-04 14:25:23,727 p=575993 u=ssd n=ansible | fatal: [db]: UNREACHABLE! => {"changed": false, "msg": "Failed to connect to the host via ssh: ssh: connect to host 52.207.26.248 port 22: Connection timed out", "unreachable": true}
2023-12-04 14:25:23,760 p=575993 u=ssd n=ansible | TASK [Install NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:25:23,789 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:25:37,769 p=575993 u=ssd n=ansible | ok: [web02]
2023-12-04 14:25:37,779 p=575993 u=ssd n=ansible | TASK [Start and enable NTP service on ubuntu] ********************************************************************************************************
2023-12-04 14:25:37,816 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:25:50,263 p=575993 u=ssd n=ansible | ok: [web02]
2023-12-04 14:25:50,287 p=575993 u=ssd n=ansible | TASK [Copy chrony config file to ubuntu server] ******************************************************************************************************
2023-12-04 14:25:50,317 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:26:14,016 p=575993 u=ssd n=ansible | changed: [web02]
2023-12-04 14:26:14,024 p=575993 u=ssd n=ansible | TASK [Restart NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:26:14,050 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:26:26,308 p=575993 u=ssd n=ansible | changed: [web02]
2023-12-04 14:26:26,317 p=575993 u=ssd n=ansible | TASK [Install NTP(Chrony) on CentOs] *****************************************************************************************************************
2023-12-04 14:26:26,345 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:26:26,355 p=575993 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:26:26,363 p=575993 u=ssd n=ansible | TASK [Start and enable NTP service on CentOs] ********************************************************************************************************
2023-12-04 14:26:26,389 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:26:26,402 p=575993 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:26:26,409 p=575993 u=ssd n=ansible | TASK [Copy chrony config file to CentOs server] ******************************************************************************************************
2023-12-04 14:26:59,593 p=575993 u=ssd n=ansible | changed: [web01]
2023-12-04 14:26:59,604 p=575993 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:26:59,613 p=575993 u=ssd n=ansible | TASK [Restart NTP service on CentOs] *****************************************************************************************************************
2023-12-04 14:26:59,646 p=575993 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:26:59,658 p=575993 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:26:59,710 p=575993 u=ssd n=ansible | PLAY RECAP *******************************************************************************************************************************************
2023-12-04 14:26:59,710 p=575993 u=ssd n=ansible | db                         : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2023-12-04 14:26:59,710 p=575993 u=ssd n=ansible | web01                      : ok=2    changed=1    unreachable=0    failed=0    skipped=7    rescued=0    ignored=0   
2023-12-04 14:26:59,710 p=575993 u=ssd n=ansible | web02                      : ok=5    changed=2    unreachable=0    failed=0    skipped=4    rescued=0    ignored=0   
2023-12-04 14:31:42,634 p=587271 u=ssd n=ansible | PLAY [Provision NTP service on ubuntu and CentOs] ****************************************************************************************************
2023-12-04 14:31:42,645 p=587271 u=ssd n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************
2023-12-04 14:32:09,252 p=587271 u=ssd n=ansible | ok: [web01]
2023-12-04 14:32:34,553 p=587271 u=ssd n=ansible | ok: [web02]
2023-12-04 14:32:44,582 p=587271 u=ssd n=ansible | fatal: [db]: UNREACHABLE! => {"changed": false, "msg": "Failed to connect to the host via ssh: ssh: connect to host 52.207.26.248 port 22: Connection timed out", "unreachable": true}
2023-12-04 14:32:44,619 p=587271 u=ssd n=ansible | TASK [Install NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:32:44,649 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:00,328 p=587271 u=ssd n=ansible | ok: [web02]
2023-12-04 14:33:00,340 p=587271 u=ssd n=ansible | TASK [Start and enable NTP service on ubuntu] ********************************************************************************************************
2023-12-04 14:33:00,371 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:12,618 p=587271 u=ssd n=ansible | ok: [web02]
2023-12-04 14:33:12,626 p=587271 u=ssd n=ansible | TASK [Copy chrony config file to ubuntu server] ******************************************************************************************************
2023-12-04 14:33:12,654 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:37,804 p=587271 u=ssd n=ansible | changed: [web02]
2023-12-04 14:33:37,812 p=587271 u=ssd n=ansible | TASK [Restart NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:33:37,840 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:50,520 p=587271 u=ssd n=ansible | changed: [web02]
2023-12-04 14:33:50,528 p=587271 u=ssd n=ansible | TASK [Install NTP(Chrony) on CentOs] *****************************************************************************************************************
2023-12-04 14:33:50,556 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:50,567 p=587271 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:33:50,574 p=587271 u=ssd n=ansible | TASK [Start and enable NTP service on CentOs] ********************************************************************************************************
2023-12-04 14:33:50,603 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:33:50,615 p=587271 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:33:50,622 p=587271 u=ssd n=ansible | TASK [Copy chrony config file to CentOs server] ******************************************************************************************************
2023-12-04 14:34:20,211 p=587271 u=ssd n=ansible | ok: [web01]
2023-12-04 14:34:20,222 p=587271 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:34:20,232 p=587271 u=ssd n=ansible | TASK [Restart NTP service on CentOs] *****************************************************************************************************************
2023-12-04 14:34:20,257 p=587271 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:34:20,267 p=587271 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:34:20,315 p=587271 u=ssd n=ansible | PLAY RECAP *******************************************************************************************************************************************
2023-12-04 14:34:20,315 p=587271 u=ssd n=ansible | db                         : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2023-12-04 14:34:20,316 p=587271 u=ssd n=ansible | web01                      : ok=2    changed=0    unreachable=0    failed=0    skipped=7    rescued=0    ignored=0   
2023-12-04 14:34:20,316 p=587271 u=ssd n=ansible | web02                      : ok=5    changed=2    unreachable=0    failed=0    skipped=4    rescued=0    ignored=0   
2023-12-04 14:37:15,779 p=595533 u=ssd n=ansible | PLAY [Provision NTP service on ubuntu and CentOs] ****************************************************************************************************
2023-12-04 14:37:15,791 p=595533 u=ssd n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************
2023-12-04 14:37:37,498 p=595533 u=ssd n=ansible | ok: [web01]
2023-12-04 14:37:59,324 p=595533 u=ssd n=ansible | ok: [web02]
2023-12-04 14:38:09,354 p=595533 u=ssd n=ansible | fatal: [db]: UNREACHABLE! => {"changed": false, "msg": "Failed to connect to the host via ssh: ssh: connect to host 52.207.26.248 port 22: Connection timed out", "unreachable": true}
2023-12-04 14:38:09,398 p=595533 u=ssd n=ansible | TASK [Install NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:38:09,429 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:38:29,096 p=595533 u=ssd n=ansible | ok: [web02]
2023-12-04 14:38:29,109 p=595533 u=ssd n=ansible | TASK [Start and enable NTP service on ubuntu] ********************************************************************************************************
2023-12-04 14:38:29,139 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:38:42,458 p=595533 u=ssd n=ansible | ok: [web02]
2023-12-04 14:38:42,517 p=595533 u=ssd n=ansible | TASK [Copy chrony config file to ubuntu server] ******************************************************************************************************
2023-12-04 14:38:42,706 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:39:06,993 p=595533 u=ssd n=ansible | changed: [web02]
2023-12-04 14:39:07,003 p=595533 u=ssd n=ansible | TASK [Restart NTP service on ubuntu] *****************************************************************************************************************
2023-12-04 14:39:07,033 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:39:18,464 p=595533 u=ssd n=ansible | changed: [web02]
2023-12-04 14:39:18,472 p=595533 u=ssd n=ansible | TASK [Install NTP(Chrony) on CentOs] *****************************************************************************************************************
2023-12-04 14:39:18,504 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:39:18,517 p=595533 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:39:18,525 p=595533 u=ssd n=ansible | TASK [Start and enable NTP service on CentOs] ********************************************************************************************************
2023-12-04 14:39:18,558 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:39:18,569 p=595533 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:39:18,578 p=595533 u=ssd n=ansible | TASK [Copy chrony config file to CentOs server] ******************************************************************************************************
2023-12-04 14:39:53,905 p=595533 u=ssd n=ansible | changed: [web01]
2023-12-04 14:39:53,918 p=595533 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:39:53,926 p=595533 u=ssd n=ansible | TASK [Restart NTP service on CentOs] *****************************************************************************************************************
2023-12-04 14:39:53,957 p=595533 u=ssd n=ansible | skipping: [web01]
2023-12-04 14:39:53,970 p=595533 u=ssd n=ansible | skipping: [web02]
2023-12-04 14:39:54,025 p=595533 u=ssd n=ansible | PLAY RECAP *******************************************************************************************************************************************
2023-12-04 14:39:54,025 p=595533 u=ssd n=ansible | db                         : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2023-12-04 14:39:54,026 p=595533 u=ssd n=ansible | web01                      : ok=2    changed=1    unreachable=0    failed=0    skipped=7    rescued=0    ignored=0   
2023-12-04 14:39:54,026 p=595533 u=ssd n=ansible | web02                      : ok=5    changed=2    unreachable=0    failed=0    skipped=4    rescued=0    ignored=0   
2023-12-04 14:42:24,506 p=602665 u=ssd n=ansible | web02 | SUCCESS => {
    "ansible_facts": {
        "ansible_all_ipv4_addresses": [
            "172.31.38.183"
        ],
        "ansible_all_ipv6_addresses": [
            "fe80::cf3:afff:fe4f:1bfd"
        ],
        "ansible_apparmor": {
            "status": "enabled"
        },
        "ansible_architecture": "x86_64",
        "ansible_bios_date": "08/24/2006",
        "ansible_bios_vendor": "Xen",
        "ansible_bios_version": "4.11.amazon",
        "ansible_board_asset_tag": "NA",
        "ansible_board_name": "NA",
        "ansible_board_serial": "NA",
        "ansible_board_vendor": "NA",
        "ansible_board_version": "NA",
        "ansible_chassis_asset_tag": "NA",
        "ansible_chassis_serial": "NA",
        "ansible_chassis_vendor": "Xen",
        "ansible_chassis_version": "NA",
        "ansible_cmdline": {
            "BOOT_IMAGE": "/boot/vmlinuz-6.2.0-1012-aws",
            "console": "ttyS0",
            "nvme_core.io_timeout": "4294967295",
            "panic": "-1",
            "ro": true,
            "root": "PARTUUID=46c86054-7e35-44ae-9907-238b983b8fbe"
        },
        "ansible_date_time": {
            "date": "2023-12-04",
            "day": "04",
            "epoch": "1701681142",
            "epoch_int": "1701681142",
            "hour": "09",
            "iso8601": "2023-12-04T09:12:22Z",
            "iso8601_basic": "20231204T091222425816",
            "iso8601_basic_short": "20231204T091222",
            "iso8601_micro": "2023-12-04T09:12:22.425816Z",
            "minute": "12",
            "month": "12",
            "second": "22",
            "time": "09:12:22",
            "tz": "UTC",
            "tz_dst": "UTC",
            "tz_offset": "+0000",
            "weekday": "Monday",
            "weekday_number": "1",
            "weeknumber": "49",
            "year": "2023"
        },
        "ansible_default_ipv4": {
            "address": "172.31.38.183",
            "alias": "eth0",
            "broadcast": "",
            "gateway": "172.31.32.1",
            "interface": "eth0",
            "macaddress": "0e:f3:af:4f:1b:fd",
            "mtu": 9001,
            "netmask": "255.255.240.0",
            "network": "172.31.32.0",
            "prefix": "20",
            "type": "ether"
        },
        "ansible_default_ipv6": {},
        "ansible_device_links": {
            "ids": {},
            "labels": {
                "xvda1": [
                    "cloudimg-rootfs"
                ],
                "xvda15": [
                    "UEFI"
                ]
            },
            "masters": {},
            "uuids": {
                "xvda1": [
                    "4f575094-453e-450d-aeed-215d8cbcbf58"
                ],
                "xvda15": [
                    "60A8-A611"
                ]
            }
        },
        "ansible_devices": {
            "loop0": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "50352",
                "sectorsize": "512",
                "size": "24.59 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop1": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "113992",
                "sectorsize": "512",
                "size": "55.66 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop2": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "113992",
                "sectorsize": "512",
                "size": "55.66 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop3": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "129976",
                "sectorsize": "512",
                "size": "63.46 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop4": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "229272",
                "sectorsize": "512",
                "size": "111.95 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop5": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "83648",
                "sectorsize": "512",
                "size": "40.84 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop6": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "83672",
                "sectorsize": "512",
                "size": "40.86 MB",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "loop7": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {},
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "none",
                "sectors": "0",
                "sectorsize": "512",
                "size": "0.00 Bytes",
                "support_discard": "4096",
                "vendor": null,
                "virtual": 1
            },
            "xvda": {
                "holders": [],
                "host": "",
                "links": {
                    "ids": [],
                    "labels": [],
                    "masters": [],
                    "uuids": []
                },
                "model": null,
                "partitions": {
                    "xvda1": {
                        "holders": [],
                        "links": {
                            "ids": [],
                            "labels": [
                                "cloudimg-rootfs"
                            ],
                            "masters": [],
                            "uuids": [
                                "4f575094-453e-450d-aeed-215d8cbcbf58"
                            ]
                        },
                        "sectors": "16549855",
                        "sectorsize": 512,
                        "size": "7.89 GB",
                        "start": "227328",
                        "uuid": "4f575094-453e-450d-aeed-215d8cbcbf58"
                    },
                    "xvda14": {
                        "holders": [],
                        "links": {
                            "ids": [],
                            "labels": [],
                            "masters": [],
                            "uuids": []
                        },
                        "sectors": "8192",
                        "sectorsize": 512,
                        "size": "4.00 MB",
                        "start": "2048",
                        "uuid": null
                    },
                    "xvda15": {
                        "holders": [],
                        "links": {
                            "ids": [],
                            "labels": [
                                "UEFI"
                            ],
                            "masters": [],
                            "uuids": [
                                "60A8-A611"
                            ]
                        },
                        "sectors": "217088",
                        "sectorsize": 512,
                        "size": "106.00 MB",
                        "start": "10240",
                        "uuid": "60A8-A611"
                    }
                },
                "removable": "0",
                "rotational": "0",
                "sas_address": null,
                "sas_device_handle": null,
                "scheduler_mode": "mq-deadline",
                "sectors": "16777216",
                "sectorsize": "512",
                "size": "8.00 GB",
                "support_discard": "0",
                "vendor": null,
                "virtual": 1
            }
        },
        "ansible_distribution": "Ubuntu",
        "ansible_distribution_file_parsed": true,
        "ansible_distribution_file_path": "/etc/os-release",
        "ansible_distribution_file_variety": "Debian",
        "ansible_distribution_major_version": "22",
        "ansible_distribution_release": "jammy",
        "ansible_distribution_version": "22.04",
        "ansible_dns": {
            "nameservers": [
                "127.0.0.53"
            ],
            "options": {
                "edns0": true,
                "trust-ad": true
            },
            "search": [
                "ec2.internal"
            ]
        },
        "ansible_domain": "ec2.internal",
        "ansible_effective_group_id": 0,
        "ansible_effective_user_id": 0,
        "ansible_env": {
            "HOME": "/root",
            "LANG": "C.UTF-8",
            "LC_ALL": "en_US.UTF-8",
            "LC_CTYPE": "en_US.UTF-8",
            "LOGNAME": "root",
            "MAIL": "/var/mail/root",
            "PATH": "/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/snap/bin",
            "PWD": "/home/ubuntu",
            "SHELL": "/bin/bash",
            "SUDO_COMMAND": "/bin/sh -c echo BECOME-SUCCESS-prvsgmowxsksuwmvkymlbhrvqyujnmjm ; /usr/bin/python3 /home/ubuntu/.ansible/tmp/ansible-tmp-1701681126.0373337-602670-161060397882349/AnsiballZ_setup.py",
            "SUDO_GID": "1000",
            "SUDO_UID": "1000",
            "SUDO_USER": "ubuntu",
            "TERM": "xterm-256color",
            "USER": "root"
        },
        "ansible_eth0": {
            "active": true,
            "device": "eth0",
            "features": {
                "esp_hw_offload": "off [fixed]",
                "esp_tx_csum_hw_offload": "off [fixed]",
                "fcoe_mtu": "off [fixed]",
                "generic_receive_offload": "on",
                "generic_segmentation_offload": "on",
                "highdma": "off [fixed]",
                "hsr_dup_offload": "off [fixed]",
